 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
0.6559116979652292,-0.042385579573888804,-0.3402074154118182,-0.42084468974888534,-0.4282604212188655,-0.20977456111272766,-0.2575233193421685,-0.4757994265245898,1.436007393903521
-1.6561068233611838,-0.13173535471643044,1.156138172140633,0.4961710524506344,0.6959579059956811,1.517216389006933,-1.1619201120616578,-0.7911592999795957,1.436007393903521
0.41231114629989074,-0.024041920450675464,-0.4547014670514589,-0.458687539748485,-0.5597989218520607,-0.9587057501087285,1.6403104691859098,1.717367332641029,-0.6963752444767604
1.1520783512225479,1.010630029629008,-0.7181313319859286,-0.48135744396468927,-0.5234307328542482,-0.6771617940901588,0.47744972163956073,0.11035074074559428,1.436007393903521
0.2979457167478512,-0.8034097962522522,-0.4784697747386596,-0.39070205069516495,-0.5652552370958026,-0.9302161025510226,2.017528365429098,1.9903866437267643,-0.6963752444767604
0.4798807786738491,-0.10222655629442572,-0.5641659281434289,-0.44088399882265594,-0.5556686433468311,-0.9473813169515187,1.5865043812826838,1.647453188176567,-0.6963752444767604
0.9926665000878695,-0.1785050567764808,-0.5956085813132548,-0.4424159808559609,-0.526561049185749,-0.6656590842931229,0.47508939742700823,0.07633661293713923,-0.6963752444767604
0.03422734573492638,0.432863760396151,-0.3993990484536708,-0.4579076940338284,-0.5314956450582401,-0.7295159713297716,0.4572835988534723,0.07727101664050633,-0.6963752444767604
-0.5673391871477902,-1.3152865308712858,-0.14524138111680146,-0.046797125100556565,-0.5282566371878124,-0.8580337342338062,0.7320841082205929,0.5851581240288843,-0.6963752444767604
-0.039683773172510255,-0.35347106729914357,-0.3526775870664369,-0.41679567343322693,-0.5124746257199947,-0.6835977901800548,0.20111312840774503,-0.09721435611232306,-0.6963752444767604
-1.067441935494854,-1.403314101986816,1.1191712491571597,0.8390820642472713,0.3885347566910305,1.3346693194815162,-1.0528360521677702,-0.7752477719056518,1.436007393903521
0.852279108553626,0.9922576428148003,-0.6627578193847433,-0.5248782952050669,-0.4616939386396466,-0.21701327889255634,-0.02624520468755516,-0.35023697991920716,-0.6963752444767604
-1.5896305507343769,1.077553006536011,0.4808023277046121,-0.12752038075587427,0.9897511360796796,1.0851879553477606,-1.0553981636508032,-0.772464515016302,1.436007393903521
0.22075451859896025,-0.3411976566686453,-0.5444967913498957,-0.45779159041073486,-0.516517950983683,-0.7089226256841489,0.31085743158112344,-0.017200381372380856,-0.6963752444767604
0.09326877208110358,-0.3756158913933198,-0.1035249366605629,-0.32769218122945426,3.058238077912257,2.470316214516699,-1.5545165212921388,-0.8066670195690065,-0.6963752444767604
0.44642397041101534,0.7277689591445795,-0.6748675551016419,-0.511421108934972,-0.49671435254956287,-0.45319630663710864,0.11276234900856745,-0.24724353174011607,1.436007393903521
-2.5130821931784744,-1.9609897096921125,3.566639227516513,4.701827715289961,2.3252440768531595,0.6954539624729948,-1.246360302972921,-0.7881733566265804,1.436007393903521
-0.2526702519176087,-1.20942615672478,-0.22668445868183287,-0.20711916043085082,-0.39669639825723124,0.007444982215726728,-0.42010946877282973,-0.577987194233031,-0.6963752444767604
-1.825358912220225,-0.927555831327316,1.895413942240158,1.4237814580594719,2.3392652864667167,2.043596809222291,-1.4169560246215231,-0.8056463954690561,1.436007393903521
-1.3348777296480938,-1.580295748764518,0.9440374465917589,0.812298202261617,-0.007145922118447598,0.8740360982744095,-0.8597216885052802,-0.7326222305719139,1.436007393903521
-0.015629858735178807,0.35095820944421957,-0.33323960199191816,-0.4661452866570423,-0.1176417407685537,0.9790041222256588,-0.7793714143116895,-0.7183298086088262,1.436007393903521
0.8855172448670294,0.18225979511359428,-0.7130589053344817,-0.4803378045702279,-0.49291014868711364,-0.7018008148122058,-0.014542464216170626,-0.23292400247894038,-0.6963752444767604
0.14924879113525677,-0.4537437996621991,-0.4551477522875153,-0.39357836390353895,-0.5071704786099515,-0.6912049138731948,0.16400495068712784,-0.12177955223270823,-0.6963752444767604
1.789288411862401,0.3856588856646598,-1.3968948491453952,-0.3514425660297795,2.8242251947581565,3.1410157075224543,-1.4741036409211319,-0.8116177568930397,-0.6963752444767604
0.6375432542130852,-0.38204374146303266,-0.5889150945725492,-0.39675118147808563,-0.4754325491912337,-0.34644542105187415,-0.07673535931314439,-0.38152680391628646,-0.6963752444767604
-1.824484224422504,-1.553866686852778,1.7459107578857083,1.5298061820172395,0.9612739529847696,1.3960814890504505,-1.218214852695426,-0.7947907774426198,1.436007393903521
0.6528502906732052,0.29508572395888094,-0.584930929953127,-0.5011661644170589,-0.5701246180501374,-1.0739392147063844,3.475439130107022,5.396305332799375,-0.6963752444767604
0.9533055491904181,1.0178752010069656,-0.6851566959587978,-0.5041240324552188,-0.5199526036085803,-0.7088696291107679,0.4488126780436569,0.10997424184870015,-0.6963752444767604
0.31915689584258894,0.4551686886685457,-0.3036902553414321,-0.41774639132886393,-0.5375171563200025,-0.8763381254949623,0.83244338656215,0.6559222276647355,-0.6963752444767604
1.5802380282070478,1.0808160676793528,-0.7645180583030698,-0.5530978076784374,-0.4979751743959177,-0.6685465947810798,0.11022291665631528,-0.16380047074048185,-0.6963752444767604
1.0031627536605232,0.25458446030245,-0.7590852995844587,-0.47522989815401834,-0.5194526225347154,-0.7323188834184868,0.3753979195430713,0.04773360680156798,-0.6963752444767604
0.2900735265683609,0.8291851896775116,-0.38479235935942535,-0.4737299213212746,-0.500409864873085,-0.6955012940430806,0.14800639596362855,-0.09644656751221209,-0.6963752444767604
0.48665960910618794,0.9656100160440577,-0.6204880837214102,-0.5248329620026002,-0.06760015626730566,0.6662058715160275,-0.9110133944931669,-0.7483273460872465,-0.6963752444767604
0.09829822691800015,0.3940865306224413,-0.49837464490764477,-0.4873882922253061,-0.5077791512227435,-0.5762969865554516,0.21675849792169363,-0.14013867637177538,-0.6963752444767604
0.23278147581762598,0.02342174447938192,-0.5185538332418445,-0.417131493224667,-0.5353650638648448,-0.8997247720063297,0.9045600639591178,0.8279106875973828,-0.6963752444767604
-1.0003096470197563,-1.2674756204023043,0.9327153805993896,0.7187785565066866,0.047699828444977665,0.8561604961681079,-0.8828623419792724,-0.7369217818197252,1.436007393903521
-0.16082803315688865,-0.23665635381416456,-0.4823443996265954,-0.42713936979316786,-0.5391040528091378,-0.9467100997832442,1.011782756326343,1.1358330827953091,1.436007393903521
-1.7413888836389952,-1.4450984530803346,2.0880862478872437,2.052544365487063,0.9603826822719707,1.7029725720534685,-1.1951224974919832,-0.7954536868834621,1.436007393903521
0.0003331935732320658,0.4879884082457825,-0.527843990796456,-0.4703749152055139,-0.19281280926734498,0.616208984085373,-0.7608936311057313,-0.7104385350555684,-0.6963752444767604
0.596870271619052,0.2982542285961746,-0.6185927276032849,-0.4983786154967084,-0.5518644394843817,-0.9107708711752138,1.5096122464662485,1.5010043522674776,-0.6963752444767604
-1.299015529941527,-1.3166979046580163,1.4820200505121783,1.1253534056053245,2.8177906566520323,2.6931813311382076,-1.4574373522597688,-0.8098665847026633,1.436007393903521
-1.0171473871258883,-1.0362558398763189,0.938153281194322,0.6136201522118169,-0.2525496790824907,0.33407069688972013,-0.5841339332190344,-0.6367849558999629,1.436007393903521
-2.297034307141352,-1.8086289209021722,3.4330120747233677,4.380410686344339,1.536534792815224,0.9727511430705379,-1.1937447673976773,-0.7821310059538532,1.436007393903521
-0.6508718718301594,-1.7839461688826557,0.8566860176825045,0.6634494881339208,-0.4068481880242233,0.03260415644223905,-0.27877083368818495,-0.5036249682758195,1.436007393903521
-1.2725562240604622,1.27251305914864,0.6220553610006289,-0.09911456481854063,0.46420580628968566,1.3259235187045688,-1.0854650572126303,-0.7812102546965585,1.436007393903521
0.4682911653540439,0.797112104054978,-0.24811268931677732,-0.4924536013454768,-0.5151266992750163,-0.6123329287267189,0.5876748413148843,0.18515920307763745,-0.6963752444767604
