 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
0.6559116979652292,-0.042385579573888804,-0.3402074154118182,-0.42084468974888534,-0.4282604212188655,-0.20977456111272766,-0.2575233193421685,-0.4757994265245898,1.436007393903521
-1.6561068233611838,-0.13173535471643044,1.156138172140633,0.4961710524506344,0.6959579059956811,1.517216389006933,-1.1619201120616578,-0.7911592999795957,1.436007393903521
0.41231114629989074,-0.024041920450675464,-0.4547014670514589,-0.458687539748485,-0.5597989218520607,-0.9587057501087285,1.6403104691859098,1.717367332641029,-0.6963752444767604
1.1520783512225479,1.010630029629008,-0.7181313319859286,-0.48135744396468927,-0.5234307328542482,-0.6771617940901588,0.47744972163956073,0.11035074074559428,1.436007393903521
0.2979457167478512,-0.8034097962522522,-0.4784697747386596,-0.39070205069516495,-0.5652552370958026,-0.9302161025510226,2.017528365429098,1.9903866437267643,-0.6963752444767604
0.4798807786738491,-0.10222655629442572,-0.5641659281434289,-0.44088399882265594,-0.5556686433468311,-0.9473813169515187,1.5865043812826838,1.647453188176567,-0.6963752444767604
0.9926665000878695,-0.1785050567764808,-0.5956085813132548,-0.4424159808559609,-0.526561049185749,-0.6656590842931229,0.47508939742700823,0.07633661293713923,-0.6963752444767604
0.03422734573492638,0.432863760396151,-0.3993990484536708,-0.4579076940338284,-0.5314956450582401,-0.7295159713297716,0.4572835988534723,0.07727101664050633,-0.6963752444767604
-0.5673391871477902,-1.3152865308712858,-0.14524138111680146,-0.046797125100556565,-0.5282566371878124,-0.8580337342338062,0.7320841082205929,0.5851581240288843,-0.6963752444767604
-0.039683773172510255,-0.35347106729914357,-0.3526775870664369,-0.41679567343322693,-0.5124746257199947,-0.6835977901800548,0.20111312840774503,-0.09721435611232306,-0.6963752444767604
