sepal.length,sepal.width,petal.length,petal.width,variety
-0.7368672204692375,0.9411331893221774,-1.2185212750897791,-1.2515187398254786,-1.1656677225099823
1.0547675425170664,0.4829035465810417,1.1142719093387599,1.1999097196264894,1.2396783715582351
2.4880753529061095,1.6284776534338798,1.5030707734101831,1.0708871691290172,1.2396783715582351
0.9353252249846454,-0.20444091753066085,0.39221687606325983,0.29675186614418525,0.03700532452412642
-1.095194173066498,0.024673903839906995,-1.2185212750897791,-1.2515187398254786,-1.1656677225099823
0.4575559548549651,0.7120183679516096,0.9476438247367215,1.457954820621433,1.2396783715582351
1.1742098600494861,-0.20444091753066085,1.0031865196040675,1.1999097196264894,1.2396783715582351
-0.7368672204692375,0.7120183679516096,-1.2740639699571252,-1.2515187398254786,-1.1656677225099823
-1.095194173066498,0.024673903839906995,-1.2185212750897791,-1.3805412903229504,-1.1656677225099823
-0.1396556328071362,-1.350015024383499,0.7254730452673366,1.0708871691290172,1.2396783715582351
