 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,class,cap-shape,cap-surface,target_class
0.6490700551376533,0.28658140154672557,-0.5828167510280835,-0.49917247025304823,-0.5766612411318955,-1.0783569719679145,3.483519306232757,5.444222240133125,1.4949491937795594,0.9370166826064412,0.3171004274890062,-0.699090981751039
0.47627447855247523,-0.11707274201814949,-0.5620447406556768,-0.43860482121767186,-0.562604723339378,-0.9530005746674048,1.5990144865789537,1.6695922891301518,-0.6600434661168401,-1.0015430272339871,-1.1413115254827693,-0.699090981751039
-1.1077213821543836,-1.2631525986057812,0.8155173840163206,0.5264264371991207,-0.10641259272381481,0.9417278638426791,-0.7938095841380152,-0.7204613590724176,-0.6600434661168401,-1.4861829546940941,0.3171004274890062,1.4304289800667473
0.38867520394987554,0.7621481773042917,-0.5428790366981252,-0.5078775017470137,-0.5063152393375365,-0.5471005836882565,0.04465615357893071,-0.2815895454427617,-0.6600434661168401,0.9370166826064412,-1.1413115254827693,-0.699090981751039
0.8585655771922496,0.41344653874296305,-0.6382709558830714,-0.5114767358672324,-0.5290804568645864,-0.7732051852915532,0.6400509982731537,0.3938054301224916,1.4949491937795594,0.9370166826064412,1.046306403974894,-0.699090981751039
1.05844920876676,1.261625479586926,-0.740604492325094,-0.5272763889523185,-0.5481465907686791,-0.9007528230297569,0.9117826235990435,0.780587201455343,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
0.4131418342628211,0.8290009833452778,-0.5116362389845532,-0.5355654571398383,-0.5361826974358324,-0.8535760523864195,0.7109863611261492,0.49658352837823105,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
-0.8543169967703048,-1.2933671427332545,0.3986309285190326,0.2768093483550226,-0.5094647448070573,-0.4395591193369474,0.2150742164146172,-0.18278017488341947,-0.6600434661168401,0.9370166826064412,-1.1413115254827693,1.4304289800667473
1.0813866746851466,0.4954835342869265,-0.6992751042406216,-0.49293980787315583,-0.41808681036303813,-0.04764646820655862,-0.3214388461190835,-0.5293971595918631,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
-0.1408525806803032,-0.506135357029957,-0.42532735511345615,-0.3420896099562285,-0.5077103222937966,-0.6545442516458192,0.19324900344548931,-0.1070176338966475,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
0.4513709441267985,0.2289940915538336,-0.652512604012624,-0.45310115620273844,-0.5470262968764967,-0.8909083686726467,0.9239009544234272,0.7828391285305801,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
0.6949449869744261,0.5701138179041383,-0.6072739664886291,-0.5081566103717738,-0.40419939355636586,-0.1886975356084373,-0.40768261207931156,-0.5469661463877808,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
0.1129887088165069,0.17534636628062017,-0.2727870506019452,-0.4059445325348368,-0.16893767468124327,0.6527691170657938,-0.7522514496567395,-0.7031714590552373,-0.6600434661168401,0.9370166826064412,0.3171004274890062,1.4304289800667473
0.08961433878538927,-0.5770359967894052,-0.3495023660212489,-0.35529964865449143,-0.5266284928479149,-0.585036200138635,0.40283271511595253,-0.013361351641825227,-0.6600434661168401,0.9370166826064412,-1.1413115254827693,1.4304289800667473
0.762446672391392,0.13102529783255035,-0.6701186404135453,-0.48706480605815483,-0.5164612972747903,-0.6466701103131427,0.36271493382302383,0.02750909713452066,1.4949491937795594,0.9370166826064412,1.046306403974894,-0.699090981751039
1.1753210589223482,0.34548564354775224,-0.6598209183769329,-0.4699989212749164,-0.16726780268618585,0.44029082537392916,-0.836167335085287,-0.7259752840722904,-0.6600434661168401,0.9370166826064412,-1.1413115254827693,-0.699090981751039
-0.05085033345768208,0.665247741663741,-0.28913289870573183,-0.4591937663421753,-0.3360939796222132,0.18461405285168309,-0.5511786412265902,-0.6309285023958181,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
0.18813621620626825,1.1678277784017952,-0.1931835207905444,-0.47269619668743446,-0.5583349239523943,-0.8831839457588044,1.7145320507467228,1.6071445975585805,1.4949491937795594,0.9370166826064412,1.046306403974894,-0.699090981751039
0.4011269711627139,-0.28614872836312016,-0.6233973884432202,-0.430835597073447,-0.5297568607321261,-0.6429609835770159,0.4502425002607085,0.05838730950521736,-0.6600434661168401,-1.0015430272339871,0.3171004274890062,-0.699090981751039
0.1322124897766784,-1.1845177746871431,-0.4780704177766339,-0.2776478657788557,-0.3717954209737565,-0.07153654263686632,-0.5436543838980225,-0.6199252997472603,-0.6600434661168401,0.9370166826064412,-1.1413115254827693,-0.699090981751039
0.9691023177132356,1.0973178106329178,-0.5779823629061793,-0.5365646957374731,-0.4791533966841188,-0.37409874061137766,-0.13718658051781885,-0.41754267911921633,-0.6600434661168401,-1.0015430272339871,1.046306403974894,-0.699090981751039
1.1858067576278963,0.503246626474474,-0.899031658551605,-0.49878738867649325,-0.4719243303987694,-0.3897439514098938,-0.13945212909809276,-0.4064669333964868,-0.6600434661168401,0.9370166826064412,1.046306403974894,-0.699090981751039
1.8909699955760055,1.064309508782732,-1.124889644389042,-0.48274100048923724,1.3698599771335755,1.6139499781555446,-1.366923783128898,-0.8043436930038296,-0.6600434661168401,-1.0015430272339871,-1.1413115254827693,-0.699090981751039
-0.1428186491875935,-0.2860804898858128,0.2164910328288079,-0.16851533067063842,3.2146669651039135,2.4313698019295313,-1.500301743177314,-0.8011032530183622,1.4949491937795594,0.9370166826064412,1.046306403974894,1.4304289800667473
-2.1888406091076655,-1.7836095559409728,2.3992950318649826,2.5588654840215517,0.05243662721024288,0.7884275281729365,-0.9015905781700336,-0.7377606482410722,-0.6600434661168401,-1.4861829546940941,1.046306403974894,1.4304289800667473
1.3317327312801073,0.18298102862628435,-0.8102843319214541,-0.44482579426010893,-0.5366900003175267,-0.7333379743415306,0.49521700353531956,0.12431671289562526,-0.6600434661168401,-1.0015430272339871,-1.1413115254827693,-0.699090981751039
-0.15789184107681886,0.09882815434306767,-0.0940726635314232,-0.34351570440168855,0.9753685613337684,2.358761284472327,-1.1898866875139527,-0.797060307233521,1.4949491937795594,0.9370166826064412,1.046306403974894,-0.699090981751039
0.7069598500745333,-0.3013067870066383,-0.6829828930097862,-0.46104893297348737,-0.5206888214405933,-0.7843374511247871,0.2257094082731548,-0.002456750632358995,-0.6600434661168401,-1.0015430272339871,-1.1413115254827693,-0.699090981751039
0.6914497540725768,0.9273199476469419,-0.6460992593640061,-0.5226205877664665,-0.5435597270711562,-0.9251250253625244,0.9303504605826555,0.9214484984174978,-0.6600434661168401,-1.0015430272339871,-1.1413115254827693,-0.699090981751039
0.7703109464205531,-0.4575765897424916,-0.7016532823112357,-0.4477146133542598,-0.5359924588393966,-0.8829958677760842,0.7609082618017308,0.6240461362521071,-0.6600434661168401,-1.0015430272339871,0.3171004274890062,-0.699090981751039
0.6848961923816093,-0.22426190835714752,-0.5868128598831664,-0.4379373799179297,-0.5689671471860326,-0.9344913888751485,1.9553634073229433,2.037954605753172,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
0.4352054919557452,-0.3817432899748181,-0.31078586800183106,-0.3870910188043155,-0.4295645384247809,-0.07533809804904497,-0.29426352021003466,-0.5136076492260478,-0.6600434661168401,-1.4861829546940941,0.3171004274890062,1.4304289800667473
-0.11813356681828234,-1.1022002875573669,-0.3013062743563699,-0.25502644475779546,-0.5343648620402394,-0.7862689229098898,0.5748883933031362,0.25710465970213536,1.4949491937795594,0.9370166826064412,0.3171004274890062,-0.699090981751039
0.8544149881213035,-0.66935799623437,-0.5372610406961709,-0.397425470947769,-0.5020877151717335,-0.5687688065802607,0.2721096098166892,-0.07767703981992866,1.4949491937795594,-1.0015430272339871,-1.1413115254827693,-0.699090981751039
-1.191825423855134,-0.39581530988841157,1.0294418781988695,0.4476553466530103,3.4438833235581,1.263434666009126,-1.5834486449524439,-0.7879417056992595,-0.6600434661168401,0.9370166826064412,0.3171004274890062,1.4304289800667473
0.824050152286487,0.39245546712742885,-0.6052658405977843,-0.4668789819474272,-0.5481677283792695,-0.8535967477346884,0.7926817444209227,0.5374121660087622,1.4949491937795594,0.9370166826064412,1.046306403974894,-0.699090981751039
-1.5278046865454042,-1.932276241804426,1.7577064984716435,1.8297609298021023,1.1032934420585578,1.8674011697026593,-1.2157715444123691,-0.7939731985309639,-0.6600434661168401,-1.0015430272339871,0.3171004274890062,1.4304289800667473
0.5411547392930541,0.7382031216423112,-0.4677685224817466,-0.4829961712368186,-0.5496896370749137,-0.9688937456404598,1.246706495800017,1.4679132600788671,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
0.4904738622162383,0.5725213302901787,-0.6142820793642555,-0.5005527127061441,-0.5305600903137692,-0.8303478217218289,0.4163585486606481,0.20288275545886417,-0.6600434661168401,-1.0015430272339871,-1.1413115254827693,-0.699090981751039
0.9924766877443533,0.39171838473930104,-0.6079402229137809,-0.49903584214229973,-0.522422106317983,-0.5283281388912389,0.48573812103259584,0.07107562959771092,-0.6600434661168401,-1.0015430272339871,-1.1413115254827693,-0.699090981751039
-2.2950083085013397,-1.6830769840050095,3.1478020555946373,3.820783013094725,2.0976493975069843,0.8281821602183357,-1.238910467019853,-0.7796638426333268,-0.6600434661168401,0.9370166826064412,1.046306403974894,1.4304289800667473
0.2866580936271472,0.3652760471177845,-0.47848369582748673,-0.4865794847193326,-0.505955899780536,-0.6475265413584268,0.22501325371942943,-0.04774254496098897,1.4949491937795594,0.9370166826064412,-1.1413115254827693,-0.699090981751039
1.4549396910702974,0.653880864786163,-0.9302995764410406,-0.46770292003588587,-0.5183636831380254,-0.7313410944536797,0.5521084732079808,0.3052826813939,1.4949491937795594,-1.0015430272339871,1.046306403974894,-0.699090981751039
-0.13429901898933566,-0.36285428420727583,-0.3239777758805102,-0.34973250913170845,-0.5153198657720176,-0.6541415154602762,0.39538823787586164,0.05956502430030412,-0.6600434661168401,0.9370166826064412,1.046306403974894,-0.699090981751039
-1.1658296291476293,-1.1198400495535832,0.5905022322590223,0.3016675270391317,0.23064790754609749,1.0424634661968588,-1.0203269185830013,-0.7652644777906203,-0.6600434661168401,-1.0015430272339871,0.3171004274890062,1.4304289800667473
-1.204932547237069,-1.8202762572510474,1.1728018332592547,1.176960789447386,0.18418741722153167,1.3869782417937009,-0.9875109285667011,-0.7662957233876996,-0.6600434661168401,0.9370166826064412,-1.1413115254827693,1.4304289800667473
-1.7569608936729033,-1.3122730501578228,1.634816722169199,1.237514805970687,1.7303832365350706,1.3126736445029543,-1.3399765142132622,-0.7926387273684845,-0.6600434661168401,0.9370166826064412,1.046306403974894,1.4304289800667473
0.5394071228421294,1.7133130220476063,-0.4966589379709553,-0.5388556756421076,0.13273844852238414,1.0020424499477107,-0.9956450509774563,-0.7646336857267427,-0.6600434661168401,-1.0015430272339871,1.046306403974894,-0.699090981751039
